Date,Open,High,Low,Close,Adj Close,Volume
1991-12-16,1.799107,1.857143,1.785714,50.250000,1.794643,151286800
1991-12-23,1.803571,1.991071,1.785714,55.000000,1.964286,148492400
1991-12-30,1.964286,2.151786,1.964286,59.000000,2.107143,185390800
1992-01-06,2.098214,2.232143,2.053571,62.250004,2.223214,223297200
1992-01-13,2.223214,2.464286,2.196429,64.750000,2.312500,462322000
1992-01-20,2.303571,2.348214,2.178571,64.625000,2.308036,225848000
1992-01-27,2.312500,2.348214,2.241071,64.750000,2.312500,158351200
1992-02-03,2.312500,2.383929,2.241071,64.000000,2.285714,188311200
1992-02-10,2.285714,2.339286,2.223214,64.125000,2.290179,123754400
1992-02-17,2.294643,2.339286,2.205357,65.000000,2.321429,111616400
1992-02-24,2.366071,2.500000,2.330357,67.500000,2.410714,210067200
1992-03-02,2.419643,2.446429,2.250000,64.000000,2.285714,168728000
1992-03-09,2.276786,2.312500,2.196429,63.125004,2.254464,148845200
1992-03-16,2.241071,2.285714,2.205357,63.250000,2.258929,98775600
1992-03-23,2.250000,2.330357,2.160714,61.000000,2.178571,192150000
1992-03-30,2.187500,2.187500,2.044643,59.000000,2.107143,240438800
1992-04-06,2.107143,2.187500,1.955357,55.500000,1.982143,291356800
1992-04-13,1.982143,2.174107,1.973214,59.000000,2.107143,185819200
1992-04-20,2.107143,2.107143,2.000000,56.500000,2.017857,209759200
1992-04-27,2.000000,2.169643,1.892857,59.250000,2.116071,226984800
1992-05-04,2.125000,2.245536,2.116071,61.999996,2.214286,213091200
1992-05-11,2.214286,2.258929,2.151786,60.625000,2.165179,135912000
1992-05-18,2.196429,2.196429,2.098214,59.500000,2.125000,154534800
1992-05-25,2.125000,2.165179,2.098214,59.750000,2.133929,138798800
1992-06-01,2.044643,2.125000,1.910714,54.875000,1.959821,249295200
1992-06-08,1.964286,1.964286,1.910714,54.625000,1.950893,142312800
1992-06-15,1.928571,1.928571,1.562500,44.750000,1.598214,429987600
1992-06-22,1.571429,1.660714,1.526786,45.250000,1.616071,295881600
1992-06-29,1.633929,1.767857,1.616071,46.250000,1.651786,195487600
1992-07-06,1.660714,1.669643,1.553571,45.750000,1.633929,208658800
1992-07-13,1.633929,1.750000,1.593750,45.000000,1.607143,247363200
1992-07-20,1.598214,1.651786,1.562500,45.875000,1.638393,198133600
1992-07-27,1.633929,1.705357,1.616071,46.750000,1.669643,154002800
1992-08-03,1.669643,1.687500,1.482143,43.375000,1.549107,201163200
1992-08-10,1.544643,1.625000,1.535714,44.750000,1.598214,160308400
1992-08-17,1.580357,1.616071,1.562500,44.625000,1.593750,157486000
1992-08-24,1.580357,1.616071,1.544643,45.000000,1.607143,137396000
1992-08-31,1.607143,1.758929,1.598214,47.250000,1.687500,161599200
1992-09-07,1.669643,1.767857,1.660714,47.625000,1.700893,158816000
1992-09-14,1.750000,1.785714,1.616071,46.500000,1.660714,224991200
1992-09-21,1.669643,1.705357,1.616071,45.500000,1.625000,147078400
1992-09-28,1.607143,1.625000,1.535714,43.750000,1.562500,160778800
1992-10-05,1.544643,1.616071,1.482143,43.375000,1.549107,169358000
1992-10-12,1.544643,1.767857,1.544643,49.000000,1.750000,210327600
1992-10-19,1.750000,1.785714,1.714286,48.750000,1.741071,193359600
1992-10-26,1.741071,1.928571,1.732143,52.500000,1.875000,250742800
1992-11-02,1.875000,2.017857,1.839286,55.750000,1.991071,246708000
1992-11-09,2.000000,2.080357,1.955357,56.250000,2.008929,141982400
1992-11-16,2.008929,2.125000,1.959821,57.500000,2.053571,234298400
1992-11-23,2.017857,2.053571,2.000000,56.500000,2.017857,118521200
1992-11-30,2.008929,2.107143,1.986607,56.875000,2.031250,167949600
1992-12-07,2.026786,2.098214,2.017857,57.500000,2.053571,190162000
1992-12-14,2.053571,2.116071,1.946429,58.250000,2.080357,247074800
1992-12-21,2.080357,2.187500,2.071429,59.000000,2.107143,173633600
1992-12-28,2.116071,2.169643,2.098214,59.750000,2.133929,94886400
1993-01-04,2.125000,2.250000,2.044643,62.250004,2.223214,297466400
1993-01-11,2.214286,2.330357,2.142857,60.249996,2.151786,522491200
1993-01-18,2.125000,2.160714,2.071429,59.500000,2.125000,274444800
1993-01-25,2.116071,2.214286,2.098214,59.500000,2.125000,291163600
1993-02-01,2.116071,2.196429,2.008929,57.250000,2.044643,315711200
1993-02-08,2.035714,2.053571,1.919643,53.875000,1.924107,307921600
1993-02-15,1.910714,1.982143,1.839286,55.000000,1.964286,278810000
1993-02-22,1.964286,2.000000,1.861607,53.000000,1.892857,260377600
1993-03-01,1.892857,1.991071,1.883929,55.000000,1.964286,192413200
1993-03-08,1.964286,2.053571,1.964286,56.250000,2.008929,183909600
1993-03-15,2.000000,2.062500,1.910714,53.750000,1.919643,168456400
1993-03-22,1.910714,1.955357,1.875000,53.250000,1.901786,183402800
1993-03-29,1.866071,1.883929,1.767857,50.125000,1.790179,277698400
1993-04-05,1.785714,1.812500,1.732143,49.750000,1.776786,160955200
1993-04-12,1.767857,1.830357,1.669643,48.125000,1.718750,333272800
